time_stamp,MAC_dst,MAC_src,ETher_type,ttl,proto,IP_src,IP_dst,sport,dport,Len
1783943697.9046774,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,113,6,142.251.156.4,192.168.1.6,443,45614,66
1783943697.9047427,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,113,6,142.251.156.4,192.168.1.6,443,45614,66
1783943697.9047954,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,113,6,142.251.156.4,192.168.1.6,443,45614,138
1783943697.9048545,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,113,6,142.251.156.4,192.168.1.6,443,45614,128
1783943697.9049077,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,113,6,142.251.156.4,192.168.1.6,443,45614,97
1783943697.9049654,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,113,6,142.251.156.4,192.168.1.6,443,45614,105
1783943697.9050217,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,142.251.156.4,45614,443,66
1783943697.9050832,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,142.251.156.4,45614,443,105
1783943697.9051452,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,140.82.112.21,60602,443,105
1783943697.9052045,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,172.217.213.154,37588,443,105
1783943697.905263,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,113,6,142.251.156.4,192.168.1.6,443,45614,66
1783943697.9053292,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,113,6,172.217.213.154,192.168.1.6,443,37588,105
1783943697.9053981,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,172.217.213.154,37588,443,66
1783943697.9055164,24:b2:b9:63:90:49,18:bd:ad:17:b9:bf,2048,38,6,140.82.112.21,192.168.1.6,443,60602,105
1783943697.9055786,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,140.82.112.21,60602,443,66
1783943697.9056323,d4:e9:8a:f7:44:46,24:b2:b9:63:90:49,2048,64,6,192.168.1.6,142.250.23.95,52468,443,105
